seminar_id,university,discipline,seminar_name,seminar_link
1d45c4-c5c48c-b8,University of Kentucky,Mechanical Engineering,William Maxwell Reed Seminar Series,https://www.engr.uky.edu/research-faculty/departments/mechanical-and-aerospace-engineering/research/william-maxwell-reed-seminar-series
1d6037-61f0ad-b7,University of Chicago,Mathematics,Probability and Statistical Physics Seminar,http://math.uchicago.edu/~probstatphys
1da974-8a2dcf-81,University of Wisconsin-Madison,Physics,Plasma Physics,https://www.physics.wisc.edu/events/?year=2023&semester=Fall
1db731-735a1f-fe,Michigan State University,Physics,Colloquium,https://pa.msu.edu/news-events-seminars/colloquium-schedule.aspx
1dd1fd-04f157-e4,University of Michigan,Computer Science,Computer Engineering Seminars,https://cse.engin.umich.edu/events/all-seminars/computer-engineering/
1de9d2-a8993a-72,Johns Hopkins University,Physics,Department-wide Colloquium,https://physics-astronomy.jhu.edu/series/department-wide-colloquium/
1deb5d-36fe46-e0,University of Alabama,Chemistry,Department Seminars,https://chemistry.ua.edu/events/month/2023-09/
1df397-ac900e-5d,University of Wisconsin-Madison,Mathematics,PDE Geometric Analysis Seminar,https://hilbert.math.wisc.edu/wiki/index.php/PDE_Geometric_Analysis_seminar
1dfdc5-617b7e-53,Rutgers University-New Brunswick,Mathematics,Geometric Analysis Seminar,https://geometricanalysisrutgers.wordpress.com/
1e22cb-20fc56-2c,Oklahoma State University-Stillwater,Mathematics,Mathematics Education Seminar,https://www.mathdept.okstate.edu/announce/
1e4af5-864e8d-7a,Utah State University,Chemistry,Chemistry & Biochemistry Seminars,https://www.usu.edu/chem/seminars
1e5d13-0a8490-ac,Tufts University,Physics,Astronomy Seminar,https://sites.tufts.edu/astroevents/astro-seminars/
1edc86-46ceaf-44,University of Washington,Mathematics,Distinguished Seminar in Optimization & Data,https://math.washington.edu/events/series/distinguished-seminar-optimization-data
1f05d2-c38084-b9,North Dakota State University,Mathematics,Analysis and Geometry Seminar,https://www.ndsu.edu/math/research/seminars_and_colloquium/analysis_and_geometry_seminar/
1f13a2-8b1743-9c,"University of California, Berkeley",Mathematics,Topology Seminar,https://events.berkeley.edu/math/month/date/20230801
1f196d-0e3b15-5c,University of Hawaii at Manoa,Mathematics,Colloquium,https://math.hawaii.edu/wordpress/event/colloquium-talk/
1f2dd8-b41656-3d,Brandeis University,Mathematics,Brandeis-Harvard-MIT-Northeastern Joint Mathematics Colloquium,https://colloquium.sites.northeastern.edu/
1f2ffb-e70142-7c,University of Washington,Mathematics,Probability Seminar,https://math.washington.edu/events/series/probability-seminar
1f52d0-155a70-a9,Johns Hopkins University,Chemistry,Ephraim and Wilma Shaw Roseman Seminar Series,https://chemistry.jhu.edu/events-calendar/category/ephraim-and-wilma-shaw-roseman-seminar-series/
1f8281-5b0696-14,University of Arizona,Chemistry,Physical Chemistry Seminar,https://cbc.arizona.edu/events
1fa975-3356fd-4d,Massachusetts Institute of Technology,Chemistry,Organic Chemistry Seminars,https://chemistry.mit.edu/wp-content/uploads/2024/03/Organic-Seminar-Poster-2023-2024-02-28-202424.pdf
1fc5ce-174f62-39,"University of California, Los Angeles",Chemistry,Distinguished Lecture Series,https://www.chemistry.ucla.edu/calendar/month/2023-09/
1ff564-ee5117-1d,University of Pennsylvania,Mathematics,CAGE: Philadelphia Area Combinatorics and Alg. Geometry Seminar,https://www.math.upenn.edu/events/seminars/cage-philadelphia-area-combinatorics-and-alg-geometry-seminar
1ff62d-8feb49-c9,Dartmouth College,Mathematics,Combinatorics Seminar,https://math.dartmouth.edu/~comb/
1ffdf4-89e520-16,University of Texas at Dallas,Mathematics,Nonlinear Analysis and Dynamical Systems Seminar,https://personal.utdallas.edu/~oxm130230/nads/
20166e-41d1c4-b0,Tufts University,Physics,Joint Tufts/MIT Cosmology Seminar,https://cosmos.phy.tufts.edu/joint-seminar/Fall-2023/
202caa-2379f3-c4,Pennsylvania State University,Mathematics,Special Colloquium,https://math-cal.cloud.science.psu.edu/events/seminar/391
2049a8-02b4f2-d4,"University of California, Irvine",Mathematics,Harmonic Analysis Seminar,https://www.math.uci.edu/seminars-calendar/month/2023-08
204f85-979a42-90,University of Kentucky,Mathematics,Applied Math Seminar,https://www.ms.uky.edu/~dmu228/AppliedMathSeminar.html
206226-0f6984-8e,"University of California, Riverside",Physics,Condensed Matter Seminar,https://www.physics.ucr.edu/colloquia-seminars
20687a-dd55d8-e1,University of Chicago,Mathematics,Zhentog Chern-Weil Symposium in Mathematics,https://mathematics.uchicago.edu/events/lecture-series/chern-weil-symposium/
2071f1-c8ee5b-88,University of Oklahoma,Mathematics,Karcher Colloquium,https://math.ou.edu/events/seminars/karcher
20b5f4-babe1c-53,Stony Brook University,Physics,Astronomy and Astrophysics Seminar,https://www.astro.sunysb.edu/astro/seminars_share.html
20cf69-fbca32-ac,Dartmouth College,Physics,Physics and Astronomy Colloquia,https://physics.dartmouth.edu/news-events/physics-and-astronomy-colloquia
20e351-fc70ca-68,Johns Hopkins University,Mathematics,Number Theory Seminar,https://mathematics.jhu.edu/events-calendar/category/seminars/number-theory-seminars/
2103ca-eaca9e-c3,Ohio State University,Physics,"Atomic, Molecular and Optical Seminar",https://physics.osu.edu/amo-seminar
2129db-85fa2d-7a,University of Hawaii at Manoa,Physics,UHM Physics Department Colloquia,https://indico.phys.hawaii.edu/category/6/
213f4f-ffa635-c0,University of Michigan,Mathematics,"Complex Analysis, Dynamics and Geometry",https://lsa.umich.edu/math/seminars/seminars-and-colloquia/complex-analysis-dynamics-geometry.html#date=2024-03-10&view=month
214c5f-278771-f5,University of Michigan,Chemistry,Materials Chemistry Events,https://lsa.umich.edu/chem/news-events/all-events/materials-chemistry-events.html#date=2023-09-08&view=month
21b611-c02b39-a4,Arizona State University,Physics,Theoretical Physics Seminar,https://www.public.asu.edu/~ishovkov/colloquium/index.html
21b81e-93bda8-d7,Tulane University,Computer Science,Colloquia,https://sse.tulane.edu/cs/events/colloquia
221186-a72a53-7f,"University of California, Santa Barbara",Physics,Peale Lecture,https://www.physics.ucsb.edu/events/peale-lecture
222e67-a35c2b-88,University of Tennessee,Physics,Colloquium,http://www.phys.utk.edu/archives/colloquium/colloquium-fall-2023.html
223285-14f038-2a,New York University,Physics,Physics Colloquiua,https://physics.nyu.edu/events.html?EventsPage=colloquia
227222-df75da-75,University of Arizona,Physics,Mathematical Physics and Probability Seminar,https://w3.physics.arizona.edu/events
227db7-e955f2-1d,Vanderbilt University,Mathematics,PDE Seminar,https://my.vanderbilt.edu/pderesearch/pde-seminar-fall-2023/
227f57-d1b682-fa,University of Missouri,Mathematics,Analysis Seminar,https://math.missouri.edu/seminars
229cdd-473b85-6e,Washington State University,Physics,Physics Colloquium,https://physics.wsu.edu/colloquium/
22b1d2-b9da12-d2,Johns Hopkins University,Mechanical Engineering,MechE Seminar Series,https://me.jhu.edu/event/mech-seminar-series-dr-lindsay-case-from-massachusetts-institute-of-technology/
22c22e-62879e-83,University of Illinois Urbana-Champaign,Mechanical Engineering,MechSE Seminars,https://calendars.illinois.edu/list/2791?skinId=47448
22f72a-8ed382-6e,University of South Carolina,Mathematics,Applied and Computational Mathematics Seminars,https://sc.edu/study/colleges_schools/artsandsciences/mathematics/beyond_classroom/colloquia_and_seminars/acm/index.php
230c42-18b349-86,Carnegie Mellon University,Mathematics,Probability/Math Finance Seminar,https://www.cmu.edu/math/news-events/math_finance_seminars.html
235413-77381d-74,University of Colorado Boulder,Physics,Nuclear/Particle Physics Seminars,https://spot.colorado.edu/~kinneye/NuclearParticleSeminar.html
239860-b2b400-44,Tulane University,Chemistry,Chemistry Seminars,https://sse.tulane.edu/chem/seminars-1
23a36e-69b407-1e,Pennsylvania State University,Physics,Physics Colloquia,https://science.psu.edu/events?search=&date%5Bmin%5D=2023-08-04&date%5Bmax%5D=2023-12-22&department=16&type=All
23b4cd-a54bb7-b8,University of Notre Dame,Mathematics,Topology Seminars,https://math.nd.edu/events/calendar/topology-seminars/
242ac9-6e29b2-67,University of Michigan,Mathematics,Logic,https://lsa.umich.edu/math/seminars/seminars-and-colloquia/logic.html#view=month
245cb9-f576b5-42,University of Oklahoma,Mathematics,Early Career Math Colloquium,https://math.ou.edu/events/seminars/early_career
247c10-ca0668-ce,Northwestern University,Mathematics,Dynamical Systems Seminar,https://www.math.northwestern.edu/activities/seminars/?group=DySySe&startDate=2023-09-26T05%3A00%3A00.000Z&endDate=2023-10-10T05%3A00%3A00.000Z&days=undefined
249308-980400-28,University of Chicago,Mathematics,Computations in Science Seminars,https://compinsci.psd.uchicago.edu/
249470-3fa383-98,Pennsylvania State University,Mathematics,Computational and Applied Mathematics Colloquium,https://math-cal.cloud.science.psu.edu/events/seminar/373/2023
24ce84-6a64c2-bd,University of Michigan,Physics,Biophysics,https://lsa.umich.edu/physics/news-events/seminars-colloquia/biophysics-seminars.html#date=2023-12-07&view=month
24e5fe-8957fe-3c,University at Buffalo,Mathematics,Applied Math Seminar,https://www.buffalo.edu/cas/math/news-events/calendar.html#title_1714411604_cop_722274259
24ea37-a9ded1-11,Rice University,Mathematics,Analysis Seminar,https://docs.google.com/document/d/1L022-Z8qaa_8f-X4-SCKm7yLFJJOG2GzeXpjoR5XQu8/edit
24efab-827d6c-e1,Georgia Institute of Technology,Chemistry,Colloquium Seminar,https://chemistry.gatech.edu/hg/past-events?page=2
25339d-784088-07,University of Notre Dame,Mathematics,Logic Seminars,https://math.nd.edu/events/calendar/logic-seminars/
255e18-fa2507-67,Tufts University,Physics,Condensed Matter Seminar,https://as.tufts.edu/physics/news-events/seminars/condensed-matter-seminar
256909-179d98-d1,University of Connecticut,Physics,Condensed Matter Physics Seminar,https://events.uconn.edu/physics-department/month/date/20230901
256e9f-28c591-16,University of New Mexico,Computer Science,Computer Science Colloquium Series,https://www.cs.unm.edu/about/colloquium.html
2570c3-528877-76,Boston University,Physics,HEE Seminar,https://www.bu.edu/physics/events/?date=20230801&topic=8183
259310-60d7ea-1d,University of Texas at Dallas,Mathematics,Colloquium,https://math.utdallas.edu/colloquium/
25c262-8f8251-d0,"Graduate Center, CUNY",Mathematics,Combinatorics Seminar,https://www.nycombinatorics.org/seminar
25ecbf-8944f9-39,Princeton University,Chemistry,Catalysis/Synthesis Seminar,https://chemistry.princeton.edu/department/seminars-events/?event_range=past&event_type=8&event_research_area=222&event_search=
2612b4-ca5ac1-47,University of Utah,Chemistry,Seminars,https://chem.utah.edu/events/index.php
269f60-9743d8-c0,Ohio State University,Mathematics,Quantum Symmetry Seminar,https://www.asc.ohio-state.edu/math/vqss/?_gl=1*1jediyr*_ga*NTI1NzA4NDU1LjE3MTYzMDYzNzI.*_ga_09WC99HMPE*MTcxNjU2NDEwNy40LjEuMTcxNjU2NjYyMC4wLjAuMA..#talks
2719a6-c7fe27-38,University of Wisconsin-Madison,Mathematics,Algebra and Algebraic Geometry,https://wiki.math.wisc.edu/index.php/Algebra_and_Algebraic_Geometry_Seminar_Spring_2024
271ebe-13a861-2a,University of Michigan,Physics,Saturday Morning Physics,https://lsa.umich.edu/physics/news-events/seminars-colloquia/saturday-morning-physics#q=&filter=&tags=&v=&start=08/16/2023&end=12/18/2023&page=1&time=1710085332345
273fa2-5060ca-c8,Rensselaer Polytechnic Institute,Mathematics,Colloquium,https://science.rpi.edu/mathematical-sciences/events/mathematical-sciences-colloquium-0
275a9b-117962-2d,University of Michigan,Chemistry,Inorganic Chemistry Events,https://lsa.umich.edu/chem/news-events/all-events/inorganic-chemistry-events.html#date=2023-08-08&view=month
277204-7c5825-e2,University of Wisconsin-Madison,Physics,Astronomy Colloquium,https://www.physics.wisc.edu/events/?year=2023&semester=Fall
278db4-02d7d5-e4,University of Alabama at Birmingham,Mathematics,Colloquium,https://www.uab.edu/cas/mathematics/events/colloquium
27f1e7-f97c46-86,Cornell University,Mathematics,Discrete Geometry and Combinatorics Seminar,https://pi.math.cornell.edu/m/event-list-p/webgeo
27fbdf-258406-7b,University of Virginia,Mathematics,Algebra Seminar,https://math.virginia.edu/seminars/algebra/
282006-c4871c-c8,Arizona State University,Chemistry,Chemical Engineering Seminars,https://semte.engineering.asu.edu/seminars/
28299d-f555ed-05,University of Michigan,Chemistry,Analytical Chemistry Events,https://lsa.umich.edu/chem/news-events/all-events/analytical-chemistry-events.html#date=2023-12-08&view=month
283111-027304-9a,Columbia University,Mathematics,Symplectic Geometry and Gauge Theory Seminar,https://math.columbia.edu/department/SGGT/Current/
28327b-02544c-61,Ohio State University,Physics,Center for Cosmology and AstropParticle Physics,https://ccapp.osu.edu/events/current-seminars
283950-c8da24-ee,University of Michigan,Physics,HET (High-Energy Transformation) Seminars,https://lsa.umich.edu/physics/news-events/seminars-colloquia/het-seminars.html#view=month
286adc-8b7e57-da,University of Tennessee,Mathematics,CAM Seminar,https://calendar.utk.edu/department/mathematics/calendar/month/2023/11
287587-a536b6-92,Boston University,Computer Science,CISE Seminar Series,https://www.bu.edu/cise/fall-2023-cise-seminars-lectures-workshops/
289207-9b98ab-c3,"University of California, Los Angeles",Physics,BLYSS Seminars,https://bhaumik-institute.physics.ucla.edu/seminars-and-colloquia
28aa3d-1acaa4-b9,Harvard University,Physics,LPPC Seminar,https://groups.google.com/g/lppc-seminar
28db97-87a6e9-21,Arizona State University,Physics,Biological Physics Seminar,https://cbp.asu.edu/content/biological-physics-seminar
2917a9-10c521-36,Stony Brook University,Physics,Astronomy Open Nights,https://www.astro.sunysb.edu/opennight/
296ed4-084f8b-df,University of Rochester,Chemistry,Organic Seminars,https://www.sas.rochester.edu/chm/news-events/events/seminars.html
296f16-abc6c8-be,Syracuse University,Physics,Gravitational Waves Seminar,https://artsandsciences.syracuse.edu/physics/physics-events/gravitational-waves-seminar-series/
2a3bb1-3ffdb0-2a,Dartmouth College,Mathematics,Applied and Computational Mathematics Seminar,https://math.dartmouth.edu/~acms/
2a4362-a16ae7-07,University of Illinois Chicago,Mathematics,Seminars,https://mscs.uic.edu/research-2/seminars/
2a447b-1b6ad2-e8,University of Illinois Chicago,Mechanical Engineering,Seminars,https://mie.uic.edu/seminars/
2a5bc9-cc81b4-5e,University of Kansas,Chemistry,Departmental Seminars,https://chem.ku.edu/about/seminars/departmental
2a8559-6c649c-0b,University of Texas at Arlington,Chemistry,Seminar Series,https://www.uta.edu/academics/schools-colleges/science/departments/chemistry/events
2aca4e-ee5d9c-88,University of Missouri,Mathematics,Algebra Seminar,https://math.missouri.edu/seminars
2b17d0-21e67b-da,"University of California, Santa Barbara",Chemistry,Materials Seminar,https://www.chem.ucsb.edu/news
2b4cc5-6b1915-92,Northwestern University,Mathematics,Algebraic Geometry Seminar,https://www.math.northwestern.edu/activities/seminars/?group=AlGeSe&startDate=2023-11-17T06%3A00%3A00.000Z&endDate=2023-12-01T06%3A00%3A00.000Z&days=undefined
2b64a2-439aff-3c,University of Virginia,Physics,Gravity Seminars,http://www.physics.virginia.edu/Announcements/talk-list.asp?GID=grav_sem_committee&ORDER=desc&OMITNULL=1&MAXTALK=50&SHOWMORE=1
2b6f21-88b562-82,Harvard University,Physics,CUA Seminar Series,https://cua.mit.edu/event-type/cua-seminar-series/
